sentence,gold,predicted,gold_rank,error_type,predicted_score,gold_score
"“I think it takes both,” said Ms. Feinstein, who has been a staunch moderate since her days as mayor of San Francisco.",her,Feinstein,8,OTHER,0.7383133603840475,0.3676832290641069
"Last Friday, three days after being elected to the House of Representatives, Alexandria Ocasio-Cortez invited over 600,000 people to chat as she made loaded macaroni and cheese in an Instant Pot.",Alexandria Ocasio-Cortez,the House of Representatives,11,OTHER,0.6936939011710783,0.16256416942020366
"Representatives from America First Policies, the super PAC that is acting as the main vehicle for Mr. Trump’s 2020 effort, recently visited Mr. Adelson in Las Vegas to make a pitch for financial support, according to several people who had been briefed on the meeting.",Mr. Adelson,"Adelson in Las Vegas to make a pitch for financial support, according to several people who had been briefed on the meeting",6,OTHER,0.9999998552894772,0.6077382483151884
"Neither the White House press secretary, Stephanie Grisham, nor one of Mr. Trump’s most visible television defenders, Kellyanne Conway, weighed in on Monday.",Trump,"Stephanie Grisham, nor one of Mr. Trump’s most visible television defenders",2,LARGER_SPAN,0.9516786270203341,0.9193466501500231
"Mr. Wynn had faced growing calls to step aside in the wake of a detailed investigative report in The Wall Street Journal on Friday that said Mr. Wynn had frequently demanded naked massages from female employees, and had sometimes pressured them to engage in sexual intercourse or to perform sex acts on him.",him,Wynn,15,OTHER,0.8686921077458933,0.16019972868841786
"Mr. Wynn had faced growing calls to step aside in the wake of a detailed investigative report in The Wall Street Journal on Friday that said Mr. Wynn had frequently demanded naked massages from female employees, and had sometimes pressured them to engage in sexual intercourse or to perform sex acts on him.",Mr. Wynn,Wynn,3,SMALLER_SPAN,0.8686921077458933,0.8475553519180843
"Democratic voters view him in overwhelmingly favorable terms, as a thoroughly qualified commander-in-chief and an emblem of the Obama administration.",him,Obama,2,OTHER,0.8190289668706533,0.40470022636831515
"Whether they think so or not, Mr. Rubio and Ms. Trump are lighting the way toward an effective system of paid family leave a quarter-century after we enacted unpaid leave during the first Clinton administration.",Mr. Rubio,Rubio,3,SMALLER_SPAN,0.8375093129161332,0.7706659900164892
"Ms. Winfrey was energetic in her praise for Ms. Abrams and her policy proposals, but she focused her most impassioned remarks on voting rights, delivering a pointed rebuke to people who might willfully stay home along with a stirring evocation of her native South’s racist past.",Ms. Abrams,"Winfrey was energetic in her praise for Ms. Abrams and her policy proposals, but she focused her most impassioned remarks on voting rights",6,LARGER_SPAN,0.9999998179724185,0.7148712272510563
"I am thinking in particular not of the allegations raised by Professor Ford, but of the allegation that, when he was a teenager, Judge Kavanaugh drugged multiple girls and used their weakened state to facilitate gang rape.",Judge Kavanaugh,Ford,5,OTHER,0.8487741920679943,0.4397978502238381
"It’s odd that Janine, with all of her experience, doesn’t immediately suggest places Zoe might look to bolster her thesis.",Janine,It,3,OTHER,0.9139124414007848,0.8315378035914109
"This week, Mr. Fico found a familiar foe to blame for his problems, telling the public that the globalist George Soros was behind efforts to undermine his government.",Mr. Fico,Fico,2,SMALLER_SPAN,0.871171287069285,0.8178574939040792
"“As the court considers my bail application, I want to emphasize that I will reside in Japan and respect any and all bail conditions the court concludes are warranted,” Mr. Ghosn said in a statement released to the news media on Monday morning.",Mr. Ghosn,Ghosn,2,SMALLER_SPAN,0.7714102024427083,0.6855583348629708
Tonight’s debate — his first in seven years — will be his first big hurdle.,his,his first big hurdle,3,LARGER_SPAN,0.7761606497242381,0.4119593057175814
"“And if you can create that space,” she said, “whether that’s in the classroom or in the hallways or in the schoolyard or out at a protest or a march, that’s the most beneficial space for young kids to be in.”",she,that,4,OTHER,0.5321326396401855,0.38745590879215314
She led the charge that deprived Minnesota of Senator Al Franken without due process.,She,Al Franken,2,OTHER,0.8163080764164298,0.8009345761475435
"“It did not do the one thing I wanted it to do,” he said, which was to “help win the election for Mitt Romney by asking me to donate money to them, to post things to social media, to invite my friends and family to register to vote — to do all of the things, basically, that the Obama app did.”",Obama,"Mitt Romney by asking me to donate money to them, to post things to social media",2,OTHER,0.9999946657683803,0.6963022096848644
Prosecutors had told the judge that Mr. Manafort had lied about the fact that he had shared Trump campaign polling data with Mr. Kilimnik months before the 2016 election — possibly because he believed Mr. Trump would be less likely to pardon him for his crimes if his release of campaign data became known.,Mr. Manafort,Trump,6,OTHER,0.7408159379474819,0.6289122727915363
Prosecutors had told the judge that Mr. Manafort had lied about the fact that he had shared Trump campaign polling data with Mr. Kilimnik months before the 2016 election — possibly because he believed Mr. Trump would be less likely to pardon him for his crimes if his release of campaign data became known.,Trump,Trump,1,CORRECT,0.7408159379474819,0.7408159379474819
"Born in northern Lebanon, Mr. Zakka moved to the United States as a teenager to escape Lebanon’s civil war, going to school in Georgia and then graduating from the University of Texas in 1990.",Mr. Zakka,Zakka,3,SMALLER_SPAN,0.8408287248577894,0.7761455597743038
"Born in northern Lebanon, Mr. Zakka moved to the United States as a teenager to escape Lebanon’s civil war, going to school in Georgia and then graduating from the University of Texas in 1990.",Texas,Zakka,6,OTHER,0.8408287248577894,0.5511793399282241
"Iran’s foreign minister, Mohammad Javad Zarif, offered this year to discuss prisoner releases with the United States — a move interpreted as a signal that the Iranians wanted to pursue diplomacy — but American officials did not take him up on the offer.",this year,Iran,18,OTHER,0.8701959869656865,0.07222366798022846
"He called for the release of Andrew Brunson and Serkan Golge, American citizens caught up in Mr. Erdogan’s post-coup purge.",Erdogan,"Andrew Brunson and Serkan Golge, American citizens caught up in Mr. Erdogan’s post-coup purge",3,LARGER_SPAN,0.9979731476935805,0.8924644414348379
He said he regretted joining Instagram a few months ago at the urging of a friend.,Instagram,He,2,OTHER,0.8266595329667882,0.6772531228041749
But Mr. Sanders also clearly admires and envies the values that lie beneath the Canadian system — a commitment to equity and a right to health care that is less commonly heard when Americans talk about what they want from their system.,Mr. Sanders,Sanders,2,SMALLER_SPAN,0.7870635059355111,0.705305556839964
"There, he showed a pragmatic style and an ability to balance the interests of powerful officials and big business.",he,he,1,CORRECT,0.46349897697969505,0.46349897697969505
"Like the president he serves, Mr. Wheeler displays little concern for climate change and its epochal challenges.",climate change,Wheeler,8,OTHER,0.8043396657122625,0.1320558853572705
"He wants to ask why, time and again, Mr. Trump expressed no concerns with whether Mr. Comey had abided by policy.",Mr. Trump,Trump,4,SMALLER_SPAN,0.8528781881911963,0.8002889374482852
Mr. Mueller was apparently unsatisfied.,Mr. Mueller,Mr. Mueller,1,CORRECT,0.888403514848905,0.888403514848905
Mr. Salvini took every opportunity to convince small entrepreneurs that the League is on their side.,small entrepreneurs,Salvini,10,OTHER,0.8150118822886796,0.06626196843133353
"I’ll admit I’ve got a soft spot for Senator Ben Sasse of Nebraska, because he’s smart and sane and clearly detests Trump.",Trump,"Ben Sasse of Nebraska, because he’s smart and sane and clearly detests Trump",3,LARGER_SPAN,0.999264629174357,0.7882455544076322
"I’ll admit I’ve got a soft spot for Senator Ben Sasse of Nebraska, because he’s smart and sane and clearly detests Trump.",he,"Ben Sasse of Nebraska, because he’s smart and sane and clearly detests Trump",5,LARGER_SPAN,0.999264629174357,0.6404319701221183
But many White House officials were already souring on Mr. Kelly even before his handling of the abuse allegations against Mr. Porter gave his internal critics new ammunition against him.,Mr. Kelly,Kelly,3,SMALLER_SPAN,0.8315149684068928,0.7644657213628813
"“This country’s just gone off the walls since Trump got elected,” he said, echoing the impressions of thousands of new Pennsylvania voters his age.",Trump,Trump,1,CORRECT,0.7702594831261489,0.7702594831261489
"Mrs. May, who has never been a convincing advocate for the cause she must champion, now has three months to put together a coherent set of proposals to bring back to the European Union, while getting on with the legally fraught task of implementing the first phase.",Mrs. May,"May, who has never been a convincing advocate for the cause she must champion",3,OTHER,0.9998755422573893,0.8496204934987612
"Mrs. May, who has never been a convincing advocate for the cause she must champion, now has three months to put together a coherent set of proposals to bring back to the European Union, while getting on with the legally fraught task of implementing the first phase.",she,"May, who has never been a convincing advocate for the cause she must champion",6,LARGER_SPAN,0.9998755422573893,0.3613767315741769
